,mouse_lemur__gene_name,human__gene_name,mouse__gene_name,
670,CNTN5,CNTN5,Cntn5,
671,MAP3K8,MAP3K8,Map3k8,
672,PTPN20,PTPN20,Ptpn20,
673,IRF8,IRF8,Irf8,
674,ENPP2,ENPP2,Enpp2,
675,NUDT3,NUDT3,Nudt3,
676,EIF4A1,EIF4A1,Eif4a1,
677,HMX2,HMX2,Hmx2,
678,LIPI,LIPI,Lipi,
679,AFF2,AFF2,Aff2,
680,MALT1,MALT1,Malt1,
681,GPATCH3,GPATCH3,Gpatch3,
682,NADK,NADK,Nadk,
683,TPH2,TPH2,Tph2,
684,NMRK1,NMRK1,Nmrk1,
685,TLX3,TLX3,Tlx3,
686,RPL28,RPL28,Rpl28,
687,TRMT61A,TRMT61A,Trmt61a,
688,MEGF8,MEGF8,Megf8,
689,TRIP10,TRIP10,Trip10,
690,MOB2,MOB2,Mob2,
691,LAMB1,LAMB1,Lamb1,
692,RAB4A,RAB4A,Rab4a,
693,FAM126B,FAM126B,Fam126b,
694,FARP1,FARP1,Farp1,
695,LOC105877012,UQCRFS1,Uqcrfs1,
696,CACNG8,CACNG8,Cacng8,
697,TRIM11,TRIM11,Trim11,
698,ANKS4B,ANKS4B,Anks4b,
699,SNRPA,SNRPA,Snrpa,
700,JMJD4,JMJD4,Jmjd4,
701,SETX,SETX,Setx,
702,PDHX,PDHX,Pdhx,
703,MFN2,MFN2,Mfn2,
704,SH3RF1,SH3RF1,Sh3rf1,
705,ULK1,ULK1,Ulk1,
706,NRXN2,NRXN2,Nrxn2,
707,HACE1,HACE1,Hace1,
708,TOX4,TOX4,Tox4,
709,SPTB,SPTB,Sptb,
710,GALNT11,GALNT11,Galnt11,
711,RSPH4A,RSPH4A,Rsph4a,
712,PPP2R2D,PPP2R2D,Ppp2r2d,
713,PPARGC1A,PPARGC1A,Ppargc1a,
714,GGA2,GGA2,Gga2,
715,CDCA7L,CDCA7L,Cdca7l,
716,FAM3D,FAM3D,Oit1,
717,MXRA7,MXRA7,Mxra7,
718,BRPF1,BRPF1,Brpf1,
719,ATF7IP,ATF7IP,Atf7ip,
720,TASP1,TASP1,Tasp1,
721,EMID1,EMID1,Emid1,
722,ATP5MC1,ATP5MC1,Atp5g1,
723,C2CD3,C2CD3,C2cd3,
724,ZYG11A,ZYG11A,Zyg11a,
725,DTX1,DTX1,Dtx1,
726,SBK3,SBK3,Sbk3,
727,KLKB1,KLKB1,Klkb1,
728,SPR,SPR,Spr,
729,LOC105862562,HARS2,Hars2,
730,ERRFI1,ERRFI1,Errfi1,
731,P2RY13,P2RY13,P2ry13,
732,ASIC5,ASIC5,Asic5,
733,CCDC125,CCDC125,Ccdc125,
734,FAM234B,FAM234B,Fam234b,
735,ZNF189,ZNF189,Zfp189,
736,ZMYND15,ZMYND15,Zmynd15,
737,ZIC4,ZIC4,Zic4,
738,AZIN2,AZIN2,Azin2,
739,HTT,HTT,Htt,
740,PEPD,PEPD,Pepd,
741,ABITRAM,ABITRAM,Abitram,
742,ISLR,ISLR,Islr,
743,NFIC,NFIC,Nfic,
744,CCAR2,CCAR2,Ccar2,
745,CYP11A1,CYP11A1,Cyp11a1,
746,SQLE,SQLE,Sqle,
747,ZNF398,ZNF398,Zfp398,
748,TIMP3,TIMP3,Timp3,
749,GPNMB,GPNMB,Gpnmb,
750,TENT5B,TENT5B,Tent5b,
751,LMCD1,LMCD1,Lmcd1,
752,BLOC1S3,BLOC1S3,Bloc1s3,
753,PITPNM3,PITPNM3,Pitpnm3,
754,DMP1,DMP1,Dmp1,
755,POLR2A,POLR2A,Polr2a,
756,ST8SIA1,ST8SIA1,St8sia1,
757,TMEM184B,TMEM184B,Tmem184b,
758,RNF34,RNF34,Rnf34,
759,SLC1A4,SLC1A4,Slc1a4,
760,ACO2,ACO2,Aco2,
761,FABP12,FABP12,Fabp12,
762,AKAP13,AKAP13,Akap13,
763,PPP1R15A,PPP1R15A,Ppp1r15a,
764,RAB17,RAB17,Rab17,
765,CHCHD10,CHCHD10,Chchd10,
766,GMDS,GMDS,Gmds,
767,ZDHHC8,ZDHHC8,Zdhhc8,
768,DDAH1,DDAH1,Ddah1,
769,ZYG11B,ZYG11B,Zyg11b,
770,DENND10,DENND10,Fam45a,
771,FLT4,FLT4,Flt4,
772,MAJIN,MAJIN,Majin,
773,RNF111,RNF111,Rnf111,
774,CD200,CD200,Cd200,
775,CKB,CKB,Ckb,
776,PARG,PARG,Parg,
777,SLC17A7,SLC17A7,Slc17a7,
778,NCAPD2,NCAPD2,Ncapd2,
779,FAM131B,FAM131B,Fam131b,
780,TENT4B,TENT4B,Tent4b,
781,SORCS3,SORCS3,Sorcs3,
782,TEX45,TEX45,Tex45,
783,KCNA3,KCNA3,Kcna3,
784,MCOLN3,MCOLN3,Mcoln3,
785,MCUR1,MCUR1,Mcur1,
786,SETD9,SETD9,LOC102633089,
787,LOC105874870,SNRK,Snrk,
788,RFESD,RFESD,Rfesd,
789,GUCY1A1,GUCY1A1,Gucy1a1,
790,SEC16A,SEC16A,Sec16a,
791,TECPR1,TECPR1,Tecpr1,
792,CHEK1,CHEK1,Chek1,
793,GIMAP6,GIMAP6,Gimap6,
794,APBB1,APBB1,Apbb1,
795,PRSS55,PRSS55,Prss55,
796,CPNE2,CPNE2,Cpne2,
797,DNAJC2,DNAJC2,Dnajc2,
798,TEX37,TEX37,Tex37,
799,CAMK1D,CAMK1D,Camk1d,
800,LACTBL1,LACTBL1,Lactbl1,
801,B4GALT6,B4GALT6,B4galt6,
802,CRISPLD2,CRISPLD2,Crispld2,
803,AGTR2,AGTR2,Agtr2,
804,WFDC11,WFDC11,Wfdc11,
805,SERTAD3,SERTAD3,Sertad3,
806,TEX264,TEX264,Tex264,
807,LLCFC1,LLCFC1,Llcfc1,
808,AMMECR1,AMMECR1,Ammecr1,
809,DOK7,DOK7,Dok7,
810,CRMP1,CRMP1,Crmp1,
811,DENND6A,DENND6A,Dennd6a,
812,RPSA,RPSA,Rpsa,
813,RAB20,RAB20,Rab20,
814,BHLHB9,BHLHB9,Bhlhb9,
815,ACSM3,ACSM3,Acsm3,
816,PACC1,PACC1,Pacc1,
817,DPM3,DPM3,Dpm3,
818,TEX47,TEX47,Tex47,
819,CMTM5,CMTM5,Cmtm5,
820,IFT57,IFT57,Ift57,
821,SPTBN5,SPTBN5,Sptbn5,
822,MTTP,MTTP,Mttp,
823,DYRK3,DYRK3,Dyrk3,
824,UNC80,UNC80,Unc80,
825,BSPH1,BSPH1,Bsph1,
826,FUT2,FUT2,Fut2,
827,ESF1,ESF1,Esf1,
828,RGS13,RGS13,Rgs13,
829,PGBD1,PGBD1,Pgbd1,
830,ZBTB16,ZBTB16,Zbtb16,
831,NLRP3,NLRP3,Nlrp3,
832,LSM1,LSM1,Lsm1,
833,DPPA4,DPPA4,Dppa4,
834,JADE1,JADE1,Jade1,
835,EGF,EGF,Egf,
836,STAM2,STAM2,Stam2,
837,ZMYM2,ZMYM2,Zmym2,
838,MOS,MOS,Mos,
839,GJA5,GJA5,Gja5,
840,LYPD2,LYPD2,Lypd2,
841,ZC3H12C,ZC3H12C,Zc3h12c,
842,ARHGAP9,ARHGAP9,Arhgap9,
843,DUSP27,DUSP27,Dusp27,
844,KCNJ13,KCNJ13,Kcnj13,
845,MRPS24,MRPS24,Mrps24,
846,VRK1,VRK1,Vrk1,
847,GNAI1,GNAI1,Gnai1,
848,PABPC5,PABPC5,Pabpc5,
849,PRCD,PRCD,Prcd,
850,SHC4,SHC4,Shc4,
851,SMC1A,SMC1A,Smc1a,
852,NDUFAF4,NDUFAF4,Ndufaf4,
853,MFSD2B,MFSD2B,Mfsd2b,
854,MIEF2,MIEF2,Mief2,
855,CD37,CD37,Cd37,
856,ABCD2,ABCD2,Abcd2,
857,TSKU,TSKU,Tsku,
858,NHSL1,NHSL1,Nhsl1,
859,STMP1,STMP1,1810058I24Rik,
860,IGF2,IGF2,Igf2,
861,PDZD8,PDZD8,Pdzd8,
862,ZKSCAN5,ZKSCAN5,Zkscan5,
863,FASLG,FASLG,Fasl,
864,FUNDC2,FUNDC2,Fundc2,
865,SH3D21,SH3D21,Sh3d21,
866,ELF2,ELF2,Elf2,
867,MYPN,MYPN,Mypn,
868,ADAM17,ADAM17,Adam17,
869,NATD1,NATD1,Natd1,
870,ZSWIM2,ZSWIM2,Zswim2,
871,SYNGR1,SYNGR1,Syngr1,
872,RPS6KL1,RPS6KL1,Rps6kl1,
873,PIP5KL1,PIP5KL1,Pip5kl1,
874,SLC7A14,SLC7A14,Slc7a14,
875,RALGPS1,RALGPS1,Ralgps1,
876,GSTM4,GSTM4,Gstm4,
877,PDPN,PDPN,Pdpn,
878,GMPR,GMPR,Gmpr,
879,MARCHF9,MARCHF9,Marchf9,
880,JPH2,JPH2,Jph2,
881,MRPL58,MRPL58,Mrpl58,
882,ITPK1,ITPK1,Itpk1,
883,CNBD1,CNBD1,Cnbd1,
884,PRDM10,PRDM10,Prdm10,
885,BHLHE23,BHLHE23,Bhlhe23,
886,P2RX7,P2RX7,P2rx7,
887,STK38L,STK38L,Stk38l,
888,THEM4,THEM4,Them4,
889,IKZF2,IKZF2,Ikzf2,
890,SLITRK3,SLITRK3,Slitrk3,
891,PITHD1,PITHD1,Pithd1,
892,NOS3,NOS3,Nos3,
893,KCNF1,KCNF1,Kcnf1,
894,SERHL2,SERHL2,Serhl,
895,GZMM,GZMM,Gzmm,
896,WSCD2,WSCD2,Wscd2,
897,NUDT6,NUDT6,Nudt6,
898,RNF166,RNF166,Rnf166,
899,PRELID3B,PRELID3B,Prelid3b,
900,SGCE,SGCE,Sgce,
901,ARHGDIA,ARHGDIA,Arhgdia,
902,HMBOX1,HMBOX1,Hmbox1,
903,IL1R2,IL1R2,Il1r2,
904,TRNAU1AP,TRNAU1AP,Trnau1ap,
905,R3HDM4,R3HDM4,R3hdm4,
906,LIX1,LIX1,Lix1,
907,METTL22,METTL22,Mettl22,
908,CELF2,CELF2,Celf2,
909,RRNAD1,RRNAD1,Rrnad1,
910,FHL3,FHL3,Fhl3,
911,HROB,HROB,Hrob,
912,LMAN2L,LMAN2L,Lman2l,
913,RNPS1,RNPS1,Rnps1,
914,RNF168,RNF168,Rnf168,
915,CDK19,CDK19,Cdk19,
916,NADSYN1,NADSYN1,Nadsyn1,
917,L1TD1,L1TD1,L1td1,
918,SH3TC1,SH3TC1,Sh3tc1,
919,SMUG1,SMUG1,Smug1,
920,PRR18,PRR18,Prr18,
921,CA10,CA10,Car10,
922,PDE3A,PDE3A,Pde3a,
923,EXD2,EXD2,Exd2,
924,LOC105886133,HJURP,Hjurp,
925,FBXO38,FBXO38,Fbxo38,
926,ABR,ABR,Abr,
927,MAML3,MAML3,Maml3,
928,RBM43,RBM43,Rbm43,
929,CLN8,CLN8,Cln8,
930,UHMK1,UHMK1,Uhmk1,
931,ZSCAN10,ZSCAN10,Zscan10,
932,DCAF13,DCAF13,Dcaf13,
933,FER,FER,Fer,
934,DEFB113,DEFB113,Defb18,
935,FBP1,FBP1,Fbp1,
936,PLCH1,PLCH1,Plch1,
937,SPTAN1,SPTAN1,Sptan1,
938,PSTK,PSTK,Pstk,
939,PTAR1,PTAR1,Ptar1,
940,MVB12B,MVB12B,Mvb12b,
941,SLC38A5,SLC38A5,Slc38a5,
942,TRMU,TRMU,Trmu,
943,MYH10,MYH10,Myh10,
944,SLC7A5,SLC7A5,Slc7a5,
945,GDPD5,GDPD5,Gdpd5,
946,LRP5,LRP5,Lrp5,
947,SNU13,SNU13,Snu13,
948,RB1,RB1,Rb1,
949,CELF3,CELF3,Celf3,
950,DCX,DCX,Dcx,
951,ABHD16B,ABHD16B,Abhd16b,
952,SERPINB12,SERPINB12,Serpinb12,
953,CTSH,CTSH,Ctsh,
954,MACC1,MACC1,Macc1,
955,BZW2,BZW2,Bzw2,
956,YIPF3,YIPF3,Yipf3,
957,LTA,LTA,Lta,
958,CASKIN2,CASKIN2,Caskin2,
959,ARIH2,ARIH2,Arih2,
960,NAA60,NAA60,Naa60,
961,EDC3,EDC3,Edc3,
962,LOC105860501,PF4,Pf4,
963,RGS9BP,RGS9BP,Rgs9bp,
964,LOC105869397,SETMAR,Setmar,
965,AMPD2,AMPD2,Ampd2,
966,EVA1A,EVA1A,Eva1a,
967,MRPS18A,MRPS18A,Mrps18a,
968,FKBP4,FKBP4,Fkbp4,
969,ZNF691,ZNF691,Zfp691,
970,CDK5RAP1,CDK5RAP1,Cdk5rap1,
971,CIRBP,CIRBP,Cirbp,
972,KRBA1,KRBA1,Krba1,
973,QKI,QKI,Qk,
974,SUGP2,SUGP2,Sugp2,
975,XYLT1,XYLT1,Xylt1,
976,NSG2,NSG2,Nsg2,
977,TLK1,TLK1,Tlk1,
978,USP21,USP21,Usp21,
979,ABHD17A,ABHD17A,Abhd17a,
980,LOC105858300,H2BC5,H2bc14,
981,LOC105863786,COX20,Cox20,
982,DCLRE1A,DCLRE1A,Dclre1a,
983,ASTN1,ASTN1,Astn1,
984,DBF4,DBF4,Dbf4,
985,OCIAD1,OCIAD1,Ociad1,
986,PKD2L1,PKD2L1,Pkd2l1,
987,S100P,S100P,Gm40318,
988,RIIAD1,RIIAD1,Riiad1,
989,ITCH,ITCH,Itch,
990,TRIB3,TRIB3,Trib3,
991,POLE4,POLE4,Pole4,
992,TRIM54,TRIM54,Trim54,
993,SPATA2L,SPATA2L,Spata2l,
994,BCAM,BCAM,Bcam,
995,IFI44,IFI44,Ifi44,
996,C8H2orf72,C2orf72,2810459M11Rik,
997,HRH3,HRH3,Hrh3,
998,PARN,PARN,Parn,
999,SETD6,SETD6,Setd6,
1000,CREM,CREM,Crem,
1001,TMEM265,TMEM265,Tmem265,
1002,CDCA7,CDCA7,Cdca7,
1003,USP24,USP24,Usp24,
1004,SPATA4,SPATA4,Spata4,
1005,CD86,CD86,Cd86,
1006,ORMDL1,ORMDL1,Ormdl1,
1007,SHH,SHH,Shh,
1008,SLC6A19,SLC6A19,Slc6a19,
1009,GABRB1,GABRB1,Gabrb1,
1010,PHACTR3,PHACTR3,Phactr3,
1011,ANKRD53,ANKRD53,Ankrd53,
1012,CRACD,CRACD,C530008M17Rik,
1013,BCL3,BCL3,Bcl3,
1014,SUCLG1,SUCLG1,Suclg1,
1015,TRIM37,TRIM37,Trim37,
1016,GJB1,GJB1,Gjb1,
1017,KRTCAP2,KRTCAP2,Krtcap2,
1018,ERCC4,ERCC4,Ercc4,
1019,CCL28,CCL28,Ccl28,
1020,SUZ12,SUZ12,Suz12,
1021,VMA21,VMA21,Vma21,
1022,PLAC8L1,PLAC8L1,Plac8l1,
1023,GTF2E2,GTF2E2,Gtf2e2,
1024,OLA1,OLA1,Ola1,
1025,ANKRD54,ANKRD54,Ankrd54,
1026,NSG1,NSG1,Nsg1,
1027,PRR13,PRR13,Prr13,
1028,C11H7orf57,C7orf57,Gm11992,
1029,CSPP1,CSPP1,Cspp1,
1030,SDE2,SDE2,Sde2,
1031,PIKFYVE,PIKFYVE,Pikfyve,
1032,EPB41L5,EPB41L5,Epb41l5,
1033,PRODH2,PRODH2,Prodh2,
1034,NR1H3,NR1H3,Nr1h3,
1035,ZNF821,ZNF821,Zfp821,
1036,MTHFD1,MTHFD1,Mthfd1,
1037,NFKBIL1,NFKBIL1,Nfkbil1,
1038,HEATR3,HEATR3,Heatr3,
1039,RAB42,RAB42,Rab42,
1040,PXDN,PXDN,Pxdn,
1041,G3BP1,G3BP1,G3bp1,
1042,TBCCD1,TBCCD1,Tbccd1,
1043,ZNF579,ZNF579,Zfp579,
1044,C8H2orf76,C2orf76,3110009E18Rik,
1045,MCFD2,MCFD2,Mcfd2,
1046,KCMF1,KCMF1,Kcmf1,
1047,VSIG1,VSIG1,Vsig1,
1048,ADIPOR2,ADIPOR2,Adipor2,
1049,KLF14,KLF14,Klf14,
1050,MAFK,MAFK,Mafk,
1051,DEFB124,DEFB124,Defb25,
1052,SLC22A13,SLC22A13,Slc22a13,
1053,CDC16,CDC16,Cdc16,
1054,JAZF1,JAZF1,Jazf1,
1055,SPRYD3,SPRYD3,Spryd3,
1056,CUEDC1,CUEDC1,Cuedc1,
1057,NR2F1,NR2F1,Nr2f1,
1058,CTDSPL2,CTDSPL2,Ctdspl2,
1059,WDR6,WDR6,Wdr6,
1060,TMEM144,TMEM144,Tmem144,
1061,C21H12orf49,C12orf49,2410131K14Rik,
1062,LRP11,LRP11,Lrp11,
1063,LLGL2,LLGL2,Llgl2,
1064,PHYHD1,PHYHD1,Phyhd1,
1065,MAGEE2,MAGEE2,Magee2,
1066,TPK1,TPK1,Tpk1,
1067,GAL,GAL,Gal,
1068,ACOT12,ACOT12,Acot12,
1069,MGAT2,MGAT2,Mgat2,
1070,SPP1,SPP1,Spp1,
1071,NLRP2,NLRP2,Nlrp2,
1072,API5,API5,Api5,
1073,IPO9,IPO9,Ipo9,
1074,CMYA5,CMYA5,Cmya5,
1075,NPTXR,NPTXR,Nptxr,
1076,SNX27,SNX27,Snx27,
1077,SLC2A5,SLC2A5,Slc2a5,
1078,UCP1,UCP1,Ucp1,
1079,MSN,MSN,Msn,
1080,CATIP,CATIP,Catip,
1081,DHX30,DHX30,Dhx30,
1082,SERTM1,SERTM1,Sertm1,
1083,CNOT1,CNOT1,Cnot1,
1084,HPS6,HPS6,Hps6,
1085,UBXN11,UBXN11,Ubxn11,
1086,LOC105857312,GLB1L2,Glb1l2,
1087,AKNA,AKNA,Akna,
1088,C7H12orf57,C12orf57,Grcc10,
1089,ADCY6,ADCY6,Adcy6,
1090,ZNF24,ZNF24,Zfp24,
1091,SYT17,SYT17,Syt17,
1092,EPB41L2,EPB41L2,Epb41l2,
1093,RECQL5,RECQL5,Recql5,
1094,CNDP1,CNDP1,Cndp1,
1095,ANKRD24,ANKRD24,Ankrd24,
1096,CREBBP,CREBBP,Crebbp,
1097,RPL35A,RPL35A,Rpl35a,
1098,UBP1,UBP1,Ubp1,
1099,CENPK,CENPK,Cenpk,
1100,HOXA7,HOXA7,Hoxa7,
1101,CCNE2,CCNE2,Ccne2,
1102,MAPK15,MAPK15,Mapk15,
1103,CPNE3,CPNE3,Cpne3,
1104,CNP,CNP,Cnp,
1105,SLC22A3,SLC22A3,Slc22a3,
1106,PEG10,PEG10,Peg10,
1107,MBNL1,MBNL1,Mbnl1,
1108,PIGG,PIGG,Pigg,
1109,STARD6,STARD6,Stard6,
1110,NPHP1,NPHP1,Nphp1,
1111,PPP1R17,PPP1R17,Ppp1r17,
1112,IL31,IL31,Il31,
1113,LINGO1,LINGO1,Lingo1,
1114,RASAL1,RASAL1,Rasal1,
1115,EPB41L3,EPB41L3,Epb41l3,
1116,FAM199X,FAM199X,Fam199x,
1117,CEP20,CEP20,Fopnl,
1118,METTL4,METTL4,Mettl4,
1119,CARD10,CARD10,Card10,
1120,HSPA8,HSPA8,Hspa8,
1121,ETV6,ETV6,Etv6,
1122,SLC2A2,SLC2A2,Slc2a2,
1123,HES1,HES1,Hes1,
1124,MED25,MED25,Med25,
1125,C22H19orf47,C19orf47,2310022A10Rik,
1126,RBPJL,RBPJL,Rbpjl,
1127,CCDC58,CCDC58,Ccdc58,
1128,OPRK1,OPRK1,Oprk1,
1129,CDKN2AIP,CDKN2AIP,Cdkn2aip,
1130,SS18L1,SS18L1,Ss18l1,
1131,FAM13C,FAM13C,Fam13c,
1132,NOP53,NOP53,Nop53,
1133,COL6A2,COL6A2,Col6a2,
1134,ATP12A,ATP12A,Atp12a,
1135,DCTN4,DCTN4,Dctn4,
1136,PARP6,PARP6,Parp6,
1137,RPS6KC1,RPS6KC1,Rps6kc1,
1138,TMEM169,TMEM169,Tmem169,
1139,YY2,YY2,Yy2,
1140,PHKG2,PHKG2,Phkg2,
1141,GPR22,GPR22,Gpr22,
1142,PUS10,PUS10,Pus10,
1143,SAMD15,SAMD15,Samd15,
1144,RTL4,RTL4,Rtl4,
1145,SLC51B,SLC51B,Slc51b,
1146,ARHGEF40,ARHGEF40,Arhgef40,
1147,FAM76A,FAM76A,Fam76a,
1148,BNIP2,BNIP2,Bnip2,
1149,JCAD,JCAD,Jcad,
1150,INPP1,INPP1,Inpp1,
1151,ZNF768,ZNF768,Zfp768,
1152,SPEG,SPEG,Speg,
1153,PM20D2,PM20D2,Pm20d2,
1154,LAPTM4A,LAPTM4A,Laptm4a,
1155,JSRP1,JSRP1,Jsrp1,
1156,RPS6KA1,RPS6KA1,Rps6ka1,
1157,TMEM237,TMEM237,Tmem237,
1158,KCNJ8,KCNJ8,Kcnj8,
1159,FAM135A,FAM135A,Fam135a,
1160,XKR7,XKR7,Xkr7,
1161,SYT8,SYT8,Syt8,
1162,MFGE8,MFGE8,Mfge8,
1163,RAVER2,RAVER2,Raver2,
1164,IGSF9,IGSF9,Igsf9,
1165,LMF1,LMF1,Lmf1,
1166,NPDC1,NPDC1,Npdc1,
1167,DIS3,DIS3,Dis3,
1168,SCAF4,SCAF4,Scaf4,
1169,CFAP126,CFAP126,Cfap126,
1170,ELANE,ELANE,Elane,
1171,IMPA2,IMPA2,Impa2,
1172,ITPA,ITPA,Itpa,
1173,BAIAP2,BAIAP2,Baiap2,
1174,SORL1,SORL1,Sorl1,
1175,PRSS48,PRSS48,Prss48,
1176,TCERG1L,TCERG1L,Tcerg1l,
1177,LONP1,LONP1,Lonp1,
1178,LAMP2,LAMP2,Lamp2,
1179,RFX2,RFX2,Rfx2,
1180,PPP4C,PPP4C,Ppp4c,
1181,GDI1,GDI1,Gdi1,
1182,SH2D4A,SH2D4A,Sh2d4a,
1183,SLC35C1,SLC35C1,Slc35c1,
1184,TOR1A,TOR1A,Tor1a,
1185,LOC105864673,OR4E2,Olfr1509,
1186,FSHR,FSHR,Fshr,
1187,PIGR,PIGR,Pigr,
1188,C17H7orf50,C7orf50,3110082I17Rik,
1189,MYO5A,MYO5A,Myo5a,
1190,LTO1,LTO1,LTO1,
1191,NCOA2,NCOA2,Ncoa2,
1192,SUDS3,SUDS3,Suds3,
1193,IRX5,IRX5,Irx5,
1194,AP3S1,AP3S1,Ap3s1,
1195,C15H10orf90,C10orf90,D7Ertd443e,
1196,TXLNG,TXLNG,Txlng,
1197,TMEM54,TMEM54,Tmem54,
1198,ELOVL1,ELOVL1,Elovl1,
1199,RHOBTB1,RHOBTB1,Rhobtb1,
1200,LRRTM2,LRRTM2,Lrrtm2,
1201,FIGNL1,FIGNL1,Fignl1,
1202,BOLA1,BOLA1,Bola1,
1203,RAB32,RAB32,Rab32,
1204,HDLBP,HDLBP,Hdlbp,
1205,BIK,BIK,Bik,
1206,DEFB116,DEFB116,Defb29,
1207,DPH5,DPH5,Dph5,
1208,OSCP1,OSCP1,Oscp1,
1209,SLC4A10,SLC4A10,Slc4a10,
1210,ABCA8,ABCA8,Abca8b,
1211,CLINT1,CLINT1,Clint1,
1212,CCDC151,CCDC151,Ccdc151,
1213,CTDSPL,CTDSPL,Ctdspl,
1214,CDC42,CDC42,Cdc42,
1215,CPN1,CPN1,Cpn1,
1216,CNOT7,CNOT7,Cnot7,
1217,IFRD2,IFRD2,Ifrd2,
1218,SNX9,SNX9,Snx9,
1219,GRHL2,GRHL2,Grhl2,
1220,TMC7,TMC7,Tmc7,
1221,FOXB1,FOXB1,Foxb1,
1222,MARK2,MARK2,Mark2,
1223,LOC105867433,CHKA,Chka,
1224,PELI1,PELI1,Peli1,
1225,CCDC83,CCDC83,Ccdc83,
1226,C6H6orf141,C6orf141,9130008F23Rik,
1227,MARF1,MARF1,Marf1,
1228,ALS2CL,ALS2CL,Als2cl,
1229,MMP16,MMP16,Mmp16,
1230,PSIP1,PSIP1,Psip1,
1231,ASB15,ASB15,Asb15,
1232,FAM111A,FAM111A,Fam111a,
1233,C1QTNF12,C1QTNF12,C1qtnf12,
1234,CACNA1H,CACNA1H,Cacna1h,
1235,PAM,PAM,Pam,
1236,UPK3BL2,UPK3BL2,Upk3bl,
1237,CNGB1,CNGB1,Cngb1,
1238,ZBTB38,ZBTB38,Zbtb38,
1239,GPR20,GPR20,Gpr20,
1240,FAM136A,FAM136A,Fam136a,
1241,LITAF,LITAF,Litaf,
1242,UBE3C,UBE3C,Ube3c,
1243,COASY,COASY,Coasy,
1244,APBB2,APBB2,Apbb2,
1245,SARM1,SARM1,Sarm1,
1246,RASSF2,RASSF2,Rassf2,
1247,RALGAPA2,RALGAPA2,Ralgapa2,
1248,SH2B1,SH2B1,Sh2b1,
1249,RNF169,RNF169,Rnf169,
1250,CXCL17,CXCL17,Cxcl17,
1251,SYNJ1,SYNJ1,Synj1,
1252,FADS3,FADS3,Fads3,
1253,EXOSC5,EXOSC5,Exosc5,
1254,LTK,LTK,Ltk,
1255,MTHFR,MTHFR,Mthfr,
1256,RCC1L,RCC1L,Rcc1l,
1257,KIF14,KIF14,Kif14,
1258,KLF6,KLF6,Klf6,
1259,LOXL1,LOXL1,Loxl1,
1260,GSK3A,GSK3A,Gsk3a,
1261,RNF115,RNF115,Rnf115,
1262,HJV,HJV,Hjv,
1263,USP43,USP43,Usp43,
1264,AP5B1,AP5B1,Ap5b1,
1265,WDR86,WDR86,Wdr86,
1266,RUNDC1,RUNDC1,Rundc1,
1267,USP34,USP34,Usp34,
1268,LOC105862333,MRPS25,Mrps25,
1269,PPID,PPID,Ppid,
1270,VAT1L,VAT1L,Vat1l,
1271,PATE1,PATE1,Pate1,
1272,JADE3,JADE3,Jade3,
1273,TTLL12,TTLL12,Ttll12,
1274,MYO19,MYO19,Myo19,
1275,WDR70,WDR70,Wdr70,
1276,SLC24A2,SLC24A2,Slc24a2,
1277,BTBD9,BTBD9,Btbd9,
1278,THSD7A,THSD7A,Thsd7a,
1279,TBX2,TBX2,Tbx2,
1280,PCBD1,PCBD1,Pcbd1,
1281,CACYBP,CACYBP,Cacybp,
1282,PM20D1,PM20D1,Pm20d1,
1283,PKDCC,PKDCC,Pkdcc,
1284,LECT2,LECT2,Lect2,
1285,ARPC5L,ARPC5L,Arpc5l,
1286,LOC105857956,RAP1GAP2,Rap1gap2,
1287,CRYBB2,CRYBB2,Crybb2,
1288,SCNN1A,SCNN1A,Scnn1a,
1289,PDZRN3,PDZRN3,Pdzrn3,
1290,HOXA1,HOXA1,Hoxa1,
1291,LOC105880292,FBXO15,Fbxo15,
1292,LRRC8E,LRRC8E,Lrrc8e,
1293,CIC,CIC,Cic,
1294,DNAJB2,DNAJB2,Dnajb2,
1295,PPIL4,PPIL4,Ppil4,
1296,LOC105868980,CLEC4A,Clec4a1,
1297,MTDH,MTDH,Mtdh,
1298,FGF10,FGF10,Fgf10,
1299,TTPA,TTPA,Ttpa,
1300,CCT2,CCT2,Cct2,
1301,PYY,PYY,Pyy,
1302,TMEM38A,TMEM38A,Tmem38a,
1303,PGPEP1L,PGPEP1L,Pgpep1l,
1304,BNIP3L,BNIP3L,Bnip3l,
1305,FECH,FECH,Fech,
1306,TMEM115,TMEM115,Tmem115,
1307,NOVA1,NOVA1,Nova1,
1308,PSRC1,PSRC1,Psrc1,
1309,FAM104A,FAM104A,Fam104a,
1310,KIAA0319L,KIAA0319L,AU040320,
1311,C2H1orf112,C1orf112,BC055324,
1312,WDR5B,WDR5B,Wdr5b,
1313,GPR182,GPR182,Gpr182,
1314,KCND2,KCND2,Kcnd2,
1315,FAM43B,FAM43B,Fam43b,
1316,LOC105857957,IQCH,Iqch,
1317,GCNT1,GCNT1,Gcnt1,
1318,SLAMF9,SLAMF9,Slamf9,
1319,C1QL3,C1QL3,C1ql3,
1320,RBM24,RBM24,Rbm24,
1321,FAM189A1,FAM189A1,Fam189a1,
1322,PIR,PIR,Pir,
1323,USP48,USP48,Usp48,
1324,ESRRG,ESRRG,Esrrg,
1325,CD300A,CD300A,Cd300a,
1326,MYO15A,MYO15A,Myo15,
